Номер варианта;ID;INCOME_BASE_TYPE;CREDIT_PURPOSE;INSURANCE_FLAG;DTI;SEX;FULL_AGE_CHILD_NUMBER;DEPENDANT_NUMBER;EDUCATION;EMPL_TYPE;EMPL_SIZE;BANKACCOUNT_FLAG;Period_at_work;age;EMPL_PROPERTY;EMPL_FORM;FAMILY_STATUS;max90days;max60days;max30days;max21days;max14days;avg_num_delay;if_zalog;num_AccountActive180;num_AccountActive90;num_AccountActive60;Active_to_All_prc;numAccountActiveAll;numAccountClosed;sum_of_paym_months;all_credits;Active_not_cc;own_closed;min_MnthAfterLoan;max_MnthAfterLoan;dlq_exist;thirty_in_a_year;sixty_in_a_year;ninety_in_a_year;thirty_vintage;sixty_vintage;ninety_vintage
12;1014972;Форма банка (без печати работодателя);Ремонт;0;0.53;мужской;0;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>250;0;36;41;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1014992;Поступление зарплаты на счет;Ремонт;1;0.22;мужской;0;0;высшее;специалист;>250;0;47;29;Другое;ЗАО;холост / не замужем;2;2;2;0;0;0;0;1;0;0;0.3333333333;2;4;24;6;1;2;5;20;0;0;0;0;0;0;0
12;1015012;2НДФЛ;Ремонт;1;0.48;мужской;3;0;высшее;вспомогательный персонал;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1015032;Поступление зарплаты на счет;Ремонт;1;0.48;женский;0;0;высшее;специалист;>250;1;156;37;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1015052;Поступление зарплаты на счет;Ремонт;1;0.25;женский;0;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;13;27;Торговля;ООО;холост / не замужем;1;1;1;1;1;0.085106383;0;0;0;0;0.6666666667;2;1;43;3;1;0;26;26;1;0;0;0;0;0;0
12;1015072;2НДФЛ;Ремонт;0;0.21;женский;0;0;высшее;специалист;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1015092;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1;0.47;женский;0;0;среднее;рабочий;>250;0;66;45;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1015112;Форма банка (без печати работодателя);Ремонт;0;0.27;женский;1;0;высшее;менеджер среднего звена;>250;0;15;37;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1015132;Поступление зарплаты на счет;Ремонт;1;0.32;мужской;0;0;высшее;специалист;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1015152;Форма банка (без печати работодателя);Ремонт;0;0.24;мужской;0;0;высшее;специалист;>250;0;71;28;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1015172;2НДФЛ;Ремонт;1;0.2;мужской;0;0;высшее;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1015192;2НДФЛ;Ремонт;1;0.25;мужской;2;0;высшее;менеджер среднего звена;>250;0;35;33;Информационные технологии;ОАО;женат / замужем;2;2;2;2;1;0;0;0;0;0;0.4545454545;5;6;150;11;1;0;23;40;0;0;0;0;0;0;0
12;1015212;Форма банка (без печати работодателя);Ремонт;1;0.48;женский;2;0;высшее;менеджер высшего звена;< 50;0;86;34;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1015232;Поступление зарплаты на счет;Покупка автомобиля;1;0.52;женский;0;0;среднее;рабочий;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1015252;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;1;0.33;мужской;1;0;среднее-специальное;вспомогательный персонал;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1015272;2НДФЛ;Покупка земли;1;0.49;женский;0;0;среднее-специальное;специалист;>250;0;33;34;Другое;ЗАО;женат / замужем;1;1;0;0;0;0;0;1;1;1;0.6666666667;2;1;8;3;1;0;1;36;0;0;0;0;0;0;0
12;1015292;Форма банка (без печати работодателя);Ремонт;1;0.49;женский;1;0;высшее;специалист;< 50;0;94;42;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1015312;Поступление зарплаты на счет;Ремонт;0;0.41;мужской;0;0;среднее;рабочий;>250;0;99;50;Торговля;ООО;женат / замужем;0;0;0;0;0;0;0;0;0;0;0;0;2;47;2;0;2;20;45;0;0;0;0;0;0;0
12;1015332;2НДФЛ;Покупка автомобиля;0;0.46;мужской;0;0;среднее-специальное;вспомогательный персонал;>250;0;82;30;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1015352;Поступление зарплаты на счет;Ремонт;1;0.41;мужской;0;0;высшее;вспомогательный персонал;>250;0;65;49;Другое;ООО;женат / замужем;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1015372;2НДФЛ;Покупка недвижимости/ строительство;0;0.34;мужской;1;0;высшее;менеджер высшего звена;>250;0;24;43;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1015392;Форма банка (без печати работодателя);Обучение;1;0.18;женский;2;0;высшее;менеджер среднего звена;>250;0;150;43;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1015412;Форма банка (без печати работодателя);Покупка автомобиля;0;0.23;мужской;0;0;высшее;специалист;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1015432;Поступление зарплаты на счет;Ремонт;1;0.47;мужской;1;0;среднее;специалист;>250;0;49;42;Торговля;ООО;женат / замужем;1;0;0;0;0;0;1;0;0;0;0.5;1;1;52;2;1;0;17;54;0;0;0;0;0;0;0
12;1015452;Форма банка (без печати работодателя);Другое;1;0.31;мужской;0;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;< 50;0;7;26;Другое;ООО;холост / не замужем;1;0;0;0;0;0;0;0;0;0;0.3333333333;2;4;69;6;0;1;7;29;0;0;0;0;0;0;0
12;1015472;2НДФЛ;Другое;0;0.39;женский;0;0;высшее;менеджер среднего звена;>250;0;93;31;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1015492;2НДФЛ;Покупка недвижимости/ строительство;1;0.29;мужской;0;0;высшее;специалист;>250;0;38;26;Информационные технологии;ЗАО;холост / не замужем;1;1;1;1;1;0;0;0;0;0;0.6666666667;2;1;37;3;0;1;14;30;0;0;0;0;0;0;0
12;1015512;2НДФЛ;Ремонт;1;0.48;женский;2;0;среднее;специалист;>250;1;26;41;Другое;ООО;женат / замужем;0;0;0;0;0;0.0625;0;0;0;0;1;3;0;30;3;2;0;9;10;1;0;0;0;0;0;0
12;1015532;Поступление зарплаты на счет;Ремонт;1;0.59;женский;1;0;высшее;специалист;>250;0;12;35;Другое;ООО;женат / замужем;0;0;0;0;0;0.0694444444;0;0;0;0;0.3333333333;1;2;67;3;0;0;31;94;1;0;0;0;0;0;0
12;1015552;Форма банка (без печати работодателя);Лечение;1;0.26;мужской;1;0;высшее;менеджер высшего звена;< 50;0;26;33;Другое;ООО;гражданский брак;1;1;0;0;0;0;0;0;0;0;1;2;0;44;2;0;0;13;32;0;0;0;0;0;0;0
12;1015572;2НДФЛ;Покупка недвижимости/ строительство;0;0.13;мужской;0;0;высшее;менеджер среднего звена;>250;0;41;51;Информационные технологии;ОАО;женат / замужем;0;0;0;0;0;0;1;1;0;0;0.3333333333;2;4;81;6;1;2;5;101;0;0;0;0;0;0;0
12;1015592;Поступление зарплаты на счет;Ремонт;1;0.43;женский;0;0;высшее;специалист;>250;0;36;29;Торговля;ЗАО;холост / не замужем;0;0;0;0;0;0.0555555556;0;0;0;0;0.5;1;1;34;2;0;0;16;22;1;0;0;0;0;0;0
12;1015612;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1;0.49;мужской;0;0;среднее-специальное;рабочий;>250;0;12;45;Торговля;ООО;холост / не замужем;1;1;0;0;0;0;0;0;0;0;0.3333333333;1;2;23;3;0;1;7;19;0;0;0;0;0;0;0
12;1015632;Поступление зарплаты на счет;Ремонт;0;0.18;женский;0;0;высшее;специалист;>250;0;39;35;Торговля;ООО;холост / не замужем;0;0;0;0;0;0.0238095238;0;0;0;0;0;0;2;41;2;0;2;42;85;1;0;0;0;0;0;0
12;1015652;2НДФЛ;Ремонт;0;0.33;женский;2;0;среднее;рабочий;>250;3;59;40;Сельское и лесное хозяйство;ЗАО;холост / не замужем;1;1;1;1;1;0.0609756098;0;0;0;0;0.2222222222;2;7;77;9;1;0;20;50;1;0;0;0;0;0;0
12;1015672;Поступление зарплаты на счет;Покупка недвижимости/ строительство;0;0.43;мужской;1;0;высшее;менеджер среднего звена;>250;0;66;31;Торговля;ОАО;женат / замужем;2;2;0;0;0;0.0740740741;0;1;1;1;0.5;4;4;75;8;2;2;1;87;1;0;0;0;0;0;0
12;1015692;Форма банка (без печати работодателя);Ремонт;1;0.39;мужской;1;0;высшее;менеджер по продажам;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1015712;Форма банка (без печати работодателя);Покупка автомобиля;1;0.16;мужской;0;0;высшее;специалист;>250;0;7;33;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1015732;Форма банка (без печати работодателя);Ремонт;0;0.27;мужской;0;0;высшее;специалист;>250;0;83;30;Торговля;ООО;женат / замужем;1;0;0;0;0;0;1;0;0;0;0.6666666667;4;2;65;6;3;0;8;68;0;0;0;0;0;0;0
12;1015752;Форма банка (без печати работодателя);Ремонт;1;0.57;женский;0;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>250;0;6;54;Торговля;Иная форма;холост / не замужем;0;0;0;0;0;0.1526717557;1;1;0;0;0.5;4;2;111;6;3;0;5;90;1;0;0;0;0;0;0
12;1015772;2НДФЛ;Покупка автомобиля;1;0.36;мужской;0;0;среднее-специальное;рабочий;>250;0;6;26;Другое;ООО;женат / замужем;2;2;1;1;1;0;0;0;0;0;0;0;1;7;1;0;0;10;10;0;0;0;0;0;0;0
12;1015792;Поступление зарплаты на счет;Ремонт;0;0.4;мужской;0;0;высшее;специалист;>250;0;33;25;Торговля;ООО;холост / не замужем;1;1;1;1;1;0;0;1;1;1;1;2;0;27;2;0;0;0;26;0;0;0;0;0;0;0
12;1015812;Поступление зарплаты на счет;Покупка автомобиля;1;0.43;мужской;0;0;среднее-специальное;рабочий;>250;0;10;28;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1015832;Форма банка (без печати работодателя);Отпуск;1;0.35;женский;1;0;высшее;вспомогательный персонал;>250;0;17;44;Другое;ООО;разведен / разведена;2;1;1;0;0;0.0818181818;0;0;0;0;0.5714285714;4;3;101;7;2;0;10;71;1;0;0;0;0;0;0
12;1015852;Форма банка (без печати работодателя);Ремонт;1;0.19;женский;0;0;высшее;менеджер среднего звена;>250;0;39;47;Торговля;ООО;холост / не замужем;0;0;0;0;0;0.0909090909;1;1;1;1;0.6666666667;4;2;120;6;3;0;1;83;1;0;0;0;0;0;0
12;1015872;Форма банка (без печати работодателя);Ремонт;1;0.26;женский;1;0;высшее;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1015892;Поступление зарплаты на счет;Покупка недвижимости/ строительство;0;0.57;женский;1;0;высшее;специалист;>250;1;16;46;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1015912;Форма банка (без печати работодателя);Лечение;1;0.1;мужской;1;0;среднее-специальное;вспомогательный персонал;>250;0;84;31;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1015932;2НДФЛ;Ремонт;1;0.28;женский;0;0;высшее;менеджер среднего звена;>250;1;65;33;Торговля;ООО;повторный брак;1;1;1;1;0;0.0784313725;1;0;0;0;0.5;2;2;141;4;1;0;29;90;1;0;0;0;0;0;0
12;1015952;Форма банка (без печати работодателя);Покупка автомобиля;1;0.48;женский;0;0;среднее-специальное;специалист;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1015972;Свободная форма с печатью работодателя;Ремонт;1;0.37;мужской;0;0;среднее-специальное;вспомогательный персонал;>250;1;146;49;Другое;ЗАО;женат / замужем;0;0;0;0;0;0;1;0;0;0;0.1428571429;1;6;131;7;1;1;18;89;0;0;0;0;0;0;0
12;1015992;Поступление зарплаты на счет;Покупка недвижимости/ строительство;0;0.27;мужской;1;0;высшее;специалист;>250;0;111;34;Информационные технологии;ОАО;женат / замужем;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;
12;1016012;Поступление зарплаты на счет;Ремонт;0;0.58;мужской;0;0;высшее;рабочий;>250;1;66;39;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1016032;Поступление зарплаты на счет;Покупка автомобиля;0;0.3;мужской;1;0;Высшее/Второе высшее/Ученая степень;специалист;< 50;0;123;29;Торговля;ООО;женат / замужем;0;0;0;0;0;0.5384615385;1;0;0;0;0;0;7;18;7;0;0;15;106;1;1;1;1;1;1;1
12;1016052;Поступление зарплаты на счет;Ремонт;1;0.22;женский;0;0;среднее-специальное;вспомогательный персонал;>250;0;22;48;Торговля;ООО;холост / не замужем;0;0;0;0;0;0.0392156863;0;0;0;0;0.4;2;3;49;5;1;0;18;52;1;0;0;0;0;0;0
12;1016072;Поступление зарплаты на счет;Ремонт;1;0.14;женский;1;0;высшее;менеджер среднего звена;>250;1;32;35;Другое;ООО;разведен / разведена;1;1;1;1;1;0.1851851852;1;0;0;0;0.4285714286;3;4;88;7;2;1;17;91;1;1;1;1;1;1;1
12;1016092;2НДФЛ;Покупка недвижимости/ строительство;0;0.43;мужской;0;0;незаконченное высшее;специалист;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1016112;Поступление зарплаты на счет;Ремонт;1;0.39;женский;0;0;высшее;специалист;>250;0;6;24;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1016132;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1;0.59;женский;0;0;высшее;специалист;>250;1;132;47;Торговля;ЗАО;женат / замужем;0;0;0;0;0;0.0136986301;0;0;0;0;0.1666666667;1;5;72;6;1;5;13;94;1;0;0;0;0;0;0
12;1016152;Поступление зарплаты на счет;Покупка недвижимости/ строительство;0;0.38;мужской;0;0;высшее;менеджер среднего звена;>250;0;93;27;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1016172;Форма банка (без печати работодателя);Ремонт;0;0.27;мужской;0;0;высшее;специалист;>250;0;34;24;Другое;ООО;холост / не замужем;1;1;0;0;0;0;0;0;0;0;1;1;0;30;1;0;0;28;28;0;0;0;0;0;0;0
12;1016192;Форма банка (без печати работодателя);Ремонт;1;0.56;мужской;0;0;высшее;специалист;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1016212;Поступление зарплаты на счет;Ремонт;0;0.53;мужской;0;0;среднее-специальное;менеджер по продажам;>250;0;106;52;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1016232;2НДФЛ;Лечение;1;0.54;мужской;1;0;среднее;вспомогательный персонал;>250;1;110;36;Другое;ООО;разведен / разведена;4;3;3;3;2;0.0315789474;1;2;1;0;0.2857142857;4;10;92;14;3;1;2;84;1;0;0;0;0;0;0
12;1016252;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1;0.48;мужской;0;0;среднее;специалист;>250;0;30;23;Торговля;ООО;холост / не замужем;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1016272;2НДФЛ;Покупка недвижимости/ строительство;1;0.49;женский;3;0;среднее-специальное;вспомогательный персонал;< 50;0;13;33;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1016292;2НДФЛ;Ремонт;0;0.54;женский;2;0;второе высшее;специалист;>250;0;37;29;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1016312;Свободная форма с печатью работодателя;Покупка недвижимости/ строительство;1;0.49;мужской;1;0;высшее;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1016332;Форма банка (без печати работодателя);Ремонт;1;0.33;женский;0;0;Высшее/Второе высшее/Ученая степень;вспомогательный персонал;>250;0;17;28;Другое;ООО;холост / не замужем;1;1;1;1;1;0.05;0;0;0;0;0.5;3;3;133;6;1;1;22;44;1;0;0;0;0;0;0
12;1016352;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1;0.3;женский;0;0;среднее-специальное;рабочий;>250;0;31;47;Торговля;ЗАО;женат / замужем;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1016372;2НДФЛ;Другое;1;0.46;женский;1;0;высшее;менеджер среднего звена;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1016392;2НДФЛ;Ремонт;1;0.49;мужской;0;0;высшее;специалист;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1016412;Поступление зарплаты на счет;Покупка недвижимости/ строительство;0;0.23;мужской;0;0;высшее;менеджер среднего звена;>250;0;38;31;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1016432;2НДФЛ;Покупка недвижимости/ строительство;1;0.44;мужской;2;0;высшее;специалист;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1016452;Поступление зарплаты на счет;Другое;0;0.56;мужской;0;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>250;0;17;31;Другое;ООО;женат / замужем;1;1;1;0;0;0;1;1;1;1;0.6;4;1;158;5;2;1;1;87;0;0;0;0;0;0;0
12;1016472;Поступление зарплаты на счет;Ремонт;1;0.36;женский;0;0;высшее;специалист;>250;0;90;30;Другое;ООО;женат / замужем;1;0;0;0;0;0;1;1;1;0;1;1;0;1;1;1;0;2;2;0;0;0;0;0;0;0
12;1016492;Поступление зарплаты на счет;Ремонт;1;0.21;мужской;0;0;среднее;специалист;>250;0;28;23;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1016512;Свободная форма с печатью работодателя;Ремонт;1;0.57;мужской;2;0;высшее;менеджер среднего звена;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1016532;Форма банка (без печати работодателя);Покупка автомобиля;1;0.18;женский;0;0;высшее;вспомогательный персонал;< 50;0;112;30;Торговля;ООО;холост / не замужем;2;1;1;1;1;0;0;0;0;0;0.2857142857;2;5;155;7;1;2;25;88;0;0;0;0;0;0;0
12;1016552;Поступление зарплаты на счет;Покупка бытовой техники;0;0.37;мужской;1;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;22;39;Другое;Иная форма;женат / замужем;4;3;1;1;1;0.0244897959;1;1;1;1;0.5;6;6;239;12;4;1;0;107;1;0;0;0;0;0;0
12;1016572;Поступление зарплаты на счет;Покупка автомобиля;0;0.17;мужской;1;0;незаконченное высшее;рабочий;>250;0;89;31;Торговля;ООО;женат / замужем;1;0;0;0;0;0.1230769231;0;0;0;0;0;0;7;114;7;0;3;29;95;1;1;1;1;0;0;0
12;1016592;Форма банка (без печати работодателя);Ремонт;0;0.38;мужской;0;0;незаконченное высшее;вспомогательный персонал;< 50;0;161;56;Другое;Иная форма;женат / замужем;0;0;0;0;0;0.0095238095;0;1;0;0;0.375;3;5;104;8;1;3;4;97;1;0;0;0;0;0;0
12;1016612;2НДФЛ;Ремонт;0;0.27;женский;0;0;высшее;менеджер среднего звена;>250;3;6;36;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1016632;Свободная форма с печатью работодателя;Ремонт;0;0.3;женский;0;0;высшее;специалист;< 50;0;91;50;Юридические услуги;ЗАО;холост / не замужем;0;0;0;0;0;0.2083333333;0;0;0;0;0;0;2;19;2;0;0;87;87;1;1;0;0;0;0;0
12;1016652;2НДФЛ;Другое;1;0.59;женский;0;0;высшее;специалист;>250;1;40;25;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1016672;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1;0.49;женский;0;0;высшее;вспомогательный персонал;>250;0;16;30;Торговля;ООО;женат / замужем;1;1;1;1;1;0;0;0;0;0;0;0;2;3;2;0;0;6;7;0;0;0;0;0;0;0
12;1016692;Поступление зарплаты на счет;Ремонт;0;0.58;мужской;1;0;высшее;специалист;>250;0;27;28;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1016712;2НДФЛ;Ремонт;1;0.59;женский;0;0;высшее;вспомогательный персонал;>250;0;84;52;Другое;ЗАО;холост / не замужем;3;2;2;2;2;0.0594059406;0;1;1;1;0.3333333333;3;6;95;9;2;0;0;79;1;0;0;0;0;0;0
12;1016732;Форма банка (без печати работодателя);Ремонт;0;0.35;мужской;1;0;среднее-специальное;вспомогательный персонал;>250;0;121;38;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1016752;Форма банка (без печати работодателя);Покупка бытовой техники;1;0.13;мужской;1;0;Высшее/Второе высшее/Ученая степень;рабочий;>250;0;166;34;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1016772;Форма банка (без печати работодателя);Покупка бытовой техники;0;0.44;мужской;1;0;высшее;менеджер среднего звена;< 50;0;83;35;Информационные технологии;ООО;разведен / разведена;0;0;0;0;0;0.0666666667;1;0;0;0;0.1111111111;1;8;154;9;1;3;12;101;1;1;1;1;0;0;0
12;1016792;Свободная форма с печатью работодателя;Ремонт;0;0.43;женский;1;0;среднее-специальное;специалист;< 50;0;90;33;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1016812;Форма банка (без печати работодателя);Ремонт;0;0.42;мужской;1;0;высшее;менеджер высшего звена;< 50;0;26;41;Торговля;ООО;женат / замужем;2;1;1;1;1;0.0051020408;1;3;1;0;0.4545454545;5;6;195;11;3;3;2;96;1;0;0;0;0;0;0
12;1016832;Форма банка (без печати работодателя);Покупка автомобиля;0;0.51;мужской;1;0;среднее-специальное;менеджер среднего звена;>250;0;139;41;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1016852;Свободная форма с печатью работодателя;Ремонт;0;0.49;мужской;0;0;Высшее/Второе высшее/Ученая степень;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1016872;Форма банка (без печати работодателя);Покупка земли;1;0.54;мужской;1;0;высшее;менеджер среднего звена;>250;0;1202;55;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1016892;Поступление зарплаты на счет;Ремонт;0;0.4;мужской;1;0;высшее;менеджер среднего звена;>250;0;122;38;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1016912;Поступление зарплаты на счет;Покупка недвижимости/ строительство;0;0.31;женский;1;0;высшее;специалист;>250;0;31;35;Другое;Иная форма;холост / не замужем;0;0;0;0;0;0;0;0;0;0;0.25;1;3;38;4;0;0;30;70;0;0;0;0;0;0;0
12;1016932;2НДФЛ;Ремонт;0;0.23;мужской;3;0;высшее;вспомогательный персонал;>250;3;172;39;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1016952;Форма банка (без печати работодателя);Ремонт;1;0.39;женский;0;0;высшее;вспомогательный персонал;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1016972;Форма банка (без печати работодателя);Ремонт;0;0.38;мужской;0;0;высшее;менеджер высшего звена;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1016992;Поступление зарплаты на счет;Ремонт;0;0.58;мужской;1;0;высшее;менеджер среднего звена;>250;0;11;35;Другое;ООО;женат / замужем;0;0;0;0;0;0;1;0;0;0;0.6;3;2;44;5;2;0;10;57;0;0;0;0;0;0;0
12;1017012;Свободная форма с печатью работодателя;Ремонт;1;0.49;женский;0;0;высшее;рабочий;>250;3;25;44;Торговля;ООО;холост / не замужем;3;1;1;1;1;0;0;0;0;0;1;2;0;40;2;1;0;18;20;0;0;0;0;0;0;0
12;1017032;2НДФЛ;Ремонт;1;0.32;мужской;1;0;высшее;специалист;>250;0;6;30;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1017052;Форма банка (без печати работодателя);Покупка автомобиля;1;0.45;женский;0;0;высшее;специалист;>250;0;10;30;Другое;ОАО;холост / не замужем;1;1;1;1;1;0.0210526316;0;0;0;0;0.2857142857;2;5;93;7;0;1;17;70;1;0;0;0;0;0;0
12;1017072;2НДФЛ;Ремонт;1;0.26;женский;1;0;*n.a.*;специалист;*n.a.*;0;20;36;Другое;ООО;холост / не замужем;1;0;0;0;0;0.0073529412;0;0;0;0;0.1111111111;1;8;135;9;0;0;34;84;1;0;0;0;0;0;0
12;1017092;Поступление зарплаты на счет;Отпуск;1;0.31;мужской;0;0;среднее;вспомогательный персонал;>250;0;13;32;Другое;ОАО;женат / замужем;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;
12;1017112;Форма банка (без печати работодателя);Отпуск;0;0.23;женский;0;0;высшее;вспомогательный персонал;< 50;0;47;31;Торговля;Государственное предприятие;холост / не замужем;1;1;1;0;0;0;0;0;0;0;1;1;0;94;1;0;0;94;94;0;0;0;0;0;0;0
12;1017132;2НДФЛ;Покупка недвижимости/ строительство;1;0.25;женский;0;0;высшее;менеджер среднего звена;>250;0;109;47;Торговля;ООО;женат / замужем;1;1;1;0;0;0;0;0;0;0;0.5;1;1;22;2;0;0;23;26;0;0;0;0;0;0;0
12;1017152;2НДФЛ;Покупка автомобиля;1;0.3;женский;0;0;среднее;вспомогательный персонал;>250;0;9;45;Торговля;ЗАО;женат / замужем;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;
12;1017172;2НДФЛ;Покупка недвижимости/ строительство;1;0.49;мужской;1;0;среднее-специальное;вспомогательный персонал;>250;0;25;27;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1017192;2НДФЛ;Покупка автомобиля;1;0.59;женский;0;0;высшее;специалист;>250;3;52;28;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1017212;2НДФЛ;Ремонт;0;0.34;мужской;0;0;высшее;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1017232;Поступление зарплаты на счет;Покупка бытовой техники;0;0.56;мужской;0;0;высшее;рабочий;>250;0;160;47;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1017252;2НДФЛ;Ремонт;1;0.39;мужской;1;0;высшее;специалист;>250;0;215;42;Информационные технологии;ОАО;женат / замужем;2;1;1;1;0;0;0;1;1;0;0.4;2;3;29;5;2;0;2;62;0;0;0;0;0;0;0
12;1017272;2НДФЛ;Ремонт;1;0.4;женский;0;0;высшее;специалист;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1017292;Поступление зарплаты на счет;Ремонт;0;0.38;женский;0;0;высшее;специалист;>250;0;29;28;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1017312;2НДФЛ;Покупка недвижимости/ строительство;1;0.41;мужской;0;0;незаконченное высшее;менеджер среднего звена;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1017332;Поступление зарплаты на счет;Ремонт;1;0.23;женский;2;0;среднее-специальное;вспомогательный персонал;>250;0;83;39;Торговля;ООО;женат / замужем;1;1;1;1;0;0;0;1;0;0;0.5;1;1;43;2;1;1;5;71;0;0;0;0;0;0;0
12;1017352;Поступление зарплаты на счет;Покупка недвижимости/ строительство;0;0.25;мужской;0;0;высшее;менеджер среднего звена;>250;0;30;40;Информационные технологии;ЗАО;женат / замужем;0;0;0;0;0;0;0;0;0;0;0.5;2;2;50;4;1;0;64;107;0;0;0;0;0;0;0
