Номер варианта;ID;INCOME_BASE_TYPE;CREDIT_PURPOSE;INSURANCE_FLAG;DTI;SEX;FULL_AGE_CHILD_NUMBER;DEPENDANT_NUMBER;EDUCATION;EMPL_TYPE;EMPL_SIZE;BANKACCOUNT_FLAG;Period_at_work;age;EMPL_PROPERTY;EMPL_FORM;FAMILY_STATUS;max90days;max60days;max30days;max21days;max14days;avg_num_delay;if_zalog;num_AccountActive180;num_AccountActive90;num_AccountActive60;Active_to_All_prc;numAccountActiveAll;numAccountClosed;sum_of_paym_months;all_credits;Active_not_cc;own_closed;min_MnthAfterLoan;max_MnthAfterLoan;dlq_exist;thirty_in_a_year;sixty_in_a_year;ninety_in_a_year;thirty_vintage;sixty_vintage;ninety_vintage
12;1000012;Форма банка (без печати работодателя);Ремонт;1;0.59;мужской;0;0;среднее-специальное;менеджер высшего звена;< 50;0;100;51;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1000032;2НДФЛ;Ремонт;1;0.55;мужской;0;0;высшее;специалист;>250;3;29;52;Другое;Государственное предприятие;женат / замужем;1;0;0;0;0;0.0224719101;0;0;0;0;0.5714285714;4;3;87;7;3;0;7;74;1;0;0;0;0;0;0
12;1000052;2НДФЛ;Ремонт;1;0.23;женский;1;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1000072;Свободная форма с печатью работодателя;Покупка земли;0;0.32;мужской;0;0;второе высшее;менеджер среднего звена;< 50;0;63;57;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1000092;Поступление зарплаты на счет;Ремонт;0;0.31;мужской;2;0;высшее;специалист;>250;1;106;34;Торговля;ОАО;женат / замужем;3;3;3;1;1;0.035971223;0;0;0;0;0.6666666667;4;2;134;6;2;1;13;91;1;0;0;0;0;0;0
12;1000112;Форма банка (без печати работодателя);Покупка автомобиля;0;0.22;мужской;1;0;второе высшее;менеджер среднего звена;>250;0;69;30;Информационные технологии;ЗАО;женат / замужем;1;1;0;0;0;0.2867647059;1;0;0;0;0.2727272727;4;7;194;11;2;1;19;98;1;1;1;1;0;0;0
12;1000132;2НДФЛ;Ремонт;1;0.12;мужской;0;0;высшее;менеджер высшего звена;>250;0;28;53;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1000152;Форма банка (без печати работодателя);Ремонт;0;0.44;мужской;0;0;высшее;менеджер среднего звена;>250;0;65;32;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1000172;2НДФЛ;Покупка недвижимости/ строительство;0;0.42;мужской;0;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;< 50;0;11;47;Другое;ООО;женат / замужем;3;2;2;1;1;0;1;0;0;0;0.3636363636;4;7;161;11;0;1;12;66;0;0;0;0;0;0;0
12;1000192;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;0;0.58;мужской;0;0;Высшее/Второе высшее/Ученая степень;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1000212;Поступление зарплаты на счет;Ремонт;0;0.25;мужской;0;0;высшее;специалист;>250;0;91;34;Информационные технологии;ООО;женат / замужем;0;0;0;0;0;0;0;0;0;0;0.5;1;1;87;2;0;1;33;85;0;0;0;0;0;0;0
12;1000232;2НДФЛ;Другое;1;0.46;женский;1;0;высшее;специалист;< 50;0;66;30;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1000252;Поступление зарплаты на счет;Ремонт;0;0.18;мужской;0;0;высшее;менеджер по продажам;>250;0;13;26;Торговля;ОАО;холост / не замужем;1;1;1;0;0;0.0102040816;0;0;0;0;0.3;3;7;97;10;1;1;9;41;1;0;0;0;0;0;0
12;1000272;Свободная форма с печатью работодателя;Покупка автомобиля;1;0.26;мужской;2;0;высшее;менеджер высшего звена;< 50;0;156;46;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1000292;Поступление зарплаты на счет;Покупка автомобиля;1;0.47;мужской;0;0;высшее;специалист;>250;0;7;24;Информационные технологии;ООО;холост / не замужем;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;
12;1000312;Форма банка (без печати работодателя);Ремонт;0;0.31;мужской;1;0;высшее;менеджер высшего звена;< 50;0;43;51;Торговля;ООО;женат / замужем;2;1;0;0;0;0.0578512397;1;1;0;0;0.3333333333;2;4;114;6;1;1;5;63;1;0;0;0;0;0;0
12;1000332;2НДФЛ;Покупка автомобиля;1;0.49;мужской;1;0;высшее;менеджер среднего звена;>250;1;44;28;Сельское и лесное хозяйство;ООО;гражданский брак;0;0;0;0;0;0.0294117647;0;0;0;0;0.3333333333;2;4;33;6;1;0;8;48;1;0;0;0;0;0;0
12;1000352;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1;0.59;мужской;0;0;среднее-специальное;рабочий;>250;0;29;25;Другое;ООО;холост / не замужем;0;0;0;0;0;0.0303030303;0;0;0;0;0.3333333333;1;2;32;3;0;0;21;31;1;0;0;0;0;0;0
12;1000372;Форма банка (без печати работодателя);Ремонт;1;0.36;мужской;0;0;высшее;специалист;>250;0;21;30;Торговля;ООО;холост / не замужем;1;0;0;0;0;0.1775700935;0;0;0;0;0.4;2;3;88;5;0;2;16;34;1;0;0;0;0;0;0
12;1000392;2НДФЛ;Ремонт;1;0.47;женский;1;0;высшее;специалист;>250;0;29;38;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1000412;Форма банка (без печати работодателя);Покупка автомобиля;1;0.12;мужской;0;0;среднее-специальное;вспомогательный персонал;>250;0;12;46;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1000432;2НДФЛ;Отпуск;1;0.25;женский;0;0;высшее;специалист;>250;1;37;46;Другое;ООО;холост / не замужем;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1000452;Поступление зарплаты на счет;Ремонт;0;0.44;женский;0;0;высшее;специалист;>250;0;8;27;Другое;ООО;разведен / разведена;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;
12;1000472;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;0;0.19;мужской;0;0;среднее-специальное;вспомогательный персонал;< 50;0;254;40;Другое;ООО;гражданский брак;1;1;1;1;1;0.0178571429;0;0;0;0;0.5;1;1;110;2;0;1;13;105;1;0;0;0;0;0;0
12;1000492;Свободная форма с печатью работодателя;Ремонт;0;0.32;женский;1;0;среднее-специальное;менеджер среднего звена;< 50;3;70;25;Другое;ООО;женат / замужем;1;1;1;1;1;0;0;0;0;0;0.5;1;1;10;2;0;0;15;26;0;0;0;0;0;0;0
12;1000512;Поступление зарплаты на счет;Ремонт;1;0.53;мужской;0;0;высшее;специалист;>250;0;38;31;Другое;ООО;холост / не замужем;5;3;0;0;0;0.0384615385;0;3;2;2;0.3636363636;4;7;50;11;3;3;0;35;1;0;0;0;0;0;0
12;1000532;Форма банка (без печати работодателя);Ремонт;1;0.45;мужской;0;0;высшее;менеджер среднего звена;< 50;0;7;27;Торговля;ООО;женат / замужем;2;1;1;1;0;0.0359281437;0;2;0;0;0.2307692308;3;10;161;13;1;2;2;34;1;0;0;0;0;0;0
12;1000552;Форма банка (без печати работодателя);Отпуск;1;0.17;мужской;0;0;высшее;специалист;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1000572;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1;0.5;женский;1;0;незаконченное высшее;специалист;>250;0;53;46;Торговля;ООО;разведен / разведена;0;0;0;0;0;0.0215053763;0;1;0;0;0.2;1;4;91;5;0;3;4;43;1;0;0;0;0;0;0
12;1000592;Поступление зарплаты на счет;Ремонт;0;0.41;женский;0;0;высшее;специалист;>250;0;79;43;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1000612;Форма банка (без печати работодателя);Другое;0;0.16;мужской;0;0;среднее-специальное;рабочий;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1000632;Форма банка (без печати работодателя);Ремонт;1;0.25;женский;1;0;высшее;специалист;>250;0;49;30;Торговля;ООО;женат / замужем;0;0;0;0;0;0;1;0;0;0;0;0;5;49;5;0;2;15;67;0;0;0;0;0;0;0
12;1000652;Поступление зарплаты на счет;Ремонт;0;0.55;женский;0;0;высшее;специалист;>250;0;48;31;Другое;ООО;женат / замужем;1;1;1;0;0;0;1;1;0;0;1;2;0;46;2;1;0;5;38;0;0;0;0;0;0;0
12;1000672;Поступление зарплаты на счет;Покупка земли;1;0.55;мужской;0;0;среднее-специальное;вспомогательный персонал;>250;0;7;42;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1000692;Поступление зарплаты на счет;Покупка недвижимости/ строительство;0;0.43;женский;1;0;высшее;менеджер среднего звена;>250;0;68;34;Торговля;ООО;разведен / разведена;1;0;0;0;0;0;0;0;0;0;0.5;2;2;54;4;0;1;26;68;0;0;0;0;0;0;0
12;1000712;Поступление зарплаты на счет;Ремонт;1;0.48;женский;0;0;высшее;специалист;>250;1;60;27;Другое;ООО;холост / не замужем;1;0;0;0;0;0.0133333333;0;0;0;0;1;2;0;74;2;1;0;33;39;1;0;0;0;0;0;0
12;1000732;Форма банка (без печати работодателя);Ремонт;1;0.59;женский;1;0;Высшее/Второе высшее/Ученая степень;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1000752;2НДФЛ;Покупка недвижимости/ строительство;0;0.18;мужской;0;0;высшее;менеджер среднего звена;>250;0;12;31;Сельское и лесное хозяйство;ООО;женат / замужем;2;2;1;1;0;0;1;0;0;0;0.5;1;1;7;2;0;0;6;94;0;0;0;0;0;0;0
12;1000772;Поступление зарплаты на счет;Ремонт;1;0.49;женский;0;0;среднее-специальное;вспомогательный персонал;>250;0;22;52;Торговля;ООО;женат / замужем;2;1;1;0;0;0.0196078431;0;2;0;0;0.5;3;3;50;6;1;0;5;30;1;0;0;0;0;0;0
12;1000792;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1;0.55;мужской;1;0;высшее;специалист;< 50;0;68;38;Другое;ЗАО;женат / замужем;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;
12;1000812;Поступление зарплаты на счет;Другое;1;0.33;женский;0;0;высшее;специалист;>250;0;33;27;Другое;ООО;холост / не замужем;1;1;0;0;0;0;1;0;0;0;0.3333333333;2;4;68;6;1;1;6;28;0;0;0;0;0;0;0
12;1000832;2НДФЛ;Покупка недвижимости/ строительство;0;0.32;мужской;1;0;высшее;специалист;>250;0;57;29;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1000852;Поступление зарплаты на счет;Отпуск;0;0.24;женский;1;0;незаконченное высшее;специалист;>250;1;39;27;Торговля;ООО;холост / не замужем;2;2;2;2;2;0.1515151515;0;1;0;0;0.2;1;4;28;5;0;0;3;70;1;0;0;0;0;0;0
12;1000872;Форма банка (без печати работодателя);Ремонт;0;0.33;женский;1;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;< 50;0;103;43;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1000892;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;0;0.37;женский;0;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;50;34;Другое;ООО;холост / не замужем;2;2;2;1;0;0.0076335878;1;0;0;0;0.4;2;3;130;5;1;1;16;82;1;0;0;0;0;0;0
12;1000912;2НДФЛ;Ремонт;1;0.31;мужской;0;0;высшее;вспомогательный персонал;>250;0;82;53;Туризм;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1000932;2НДФЛ;Покупка недвижимости/ строительство;1;0.49;мужской;1;0;среднее-специальное;рабочий;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1000952;Поступление зарплаты на счет;Ремонт;1;0.32;женский;0;0;высшее;специалист;>250;0;9;27;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1000972;2НДФЛ;Покупка недвижимости/ строительство;1;0.45;женский;2;0;Высшее/Второе высшее/Ученая степень;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1000992;2НДФЛ;Другое;1;0.41;мужской;0;0;Высшее/Второе высшее/Ученая степень;специалист;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1001012;Свободная форма с печатью работодателя;Покупка автомобиля;1;0.49;женский;0;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;11;29;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1001032;2НДФЛ;Покупка недвижимости/ строительство;1;0.59;мужской;3;0;высшее;вспомогательный персонал;>250;0;13;38;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1001052;Свободная форма с печатью работодателя;Ремонт;0;0.32;мужской;0;0;высшее;менеджер среднего звена;>250;1;65;31;Торговля;ООО;женат / замужем;0;0;0;0;0;0.2142857143;0;3;1;1;1;5;0;22;5;2;0;0;17;1;0;0;0;0;0;0
12;1001072;Форма банка (без печати работодателя);Ремонт;1;0.43;мужской;2;0;среднее-специальное;рабочий;>250;0;18;41;Торговля;ЗАО;женат / замужем;4;4;0;0;0;0.0533333333;0;0;0;0;0.6;3;2;71;5;1;1;8;73;1;0;0;0;0;0;0
12;1001092;2НДФЛ;Покупка недвижимости/ строительство;1;0.52;мужской;1;0;высшее;специалист;>250;3;63;28;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1001112;Форма банка (без печати работодателя);Другое;0;0.49;мужской;0;0;среднее-специальное;специалист;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1001132;Свободная форма с печатью работодателя;Ремонт;1;0.18;мужской;0;0;высшее;менеджер высшего звена;< 50;0;80;51;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1001152;Поступление зарплаты на счет;Ремонт;1;0.52;женский;0;0;среднее;специалист;>250;0;6;37;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1001172;Форма банка (без печати работодателя);Ремонт;1;0.2;мужской;0;0;высшее;менеджер высшего звена;< 50;0;60;32;Торговля;ООО;женат / замужем;3;2;2;1;1;0;1;0;0;0;0.0526315789;1;18;254;19;0;3;12;103;0;0;0;0;0;0;0
12;1001192;2НДФЛ;Ремонт;1;0.39;мужской;0;0;среднее-специальное;рабочий;>250;0;77;26;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1001212;Поступление зарплаты на счет;Ремонт;1;0.59;женский;0;0;высшее;менеджер среднего звена;>250;0;27;41;Торговля;ООО;разведен / разведена;2;2;0;0;0;0;0;2;2;2;0.6666666667;2;1;11;3;1;0;1;10;0;0;0;0;0;0;0
12;1001232;Свободная форма с печатью работодателя;Ремонт;0;0.44;мужской;0;0;второе высшее;менеджер высшего звена;< 50;1;13;27;Торговля;ЗАО;женат / замужем;3;1;1;0;0;0.0406091371;0;0;0;0;0.7142857143;5;2;189;7;1;0;7;70;1;0;0;0;0;0;0
12;1001252;2НДФЛ;Ремонт;1;0.43;мужской;1;0;высшее;менеджер высшего звена;< 50;0;97;49;Другое;ООО;женат / замужем;1;1;1;0;0;0.0864864865;1;0;0;0;0.25;2;2;169;4;1;1;40;105;1;0;0;0;1;1;0
12;1001272;2НДФЛ;Ремонт;1;0.56;мужской;0;0;среднее-специальное;специалист;>250;0;54;42;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1001292;Форма банка (без печати работодателя);Ремонт;0;0.21;мужской;0;0;высшее;специалист;< 50;0;142;54;Другое;ООО;холост / не замужем;0;0;0;0;0;0;1;0;0;0;0;1;2;59;3;1;2;37;74;0;0;0;0;0;0;0
12;1001312;Свободная форма с печатью работодателя;Покупка автомобиля;1;0.49;женский;0;0;высшее;менеджер среднего звена;< 50;0;12;36;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1001332;2НДФЛ;Ремонт;1;0.5;мужской;1;0;высшее;менеджер среднего звена;>250;3;36;37;Торговля;ЗАО;разведен / разведена;0;0;0;0;0;0.0714285714;0;0;0;0;0.6;3;2;39;5;1;1;22;70;1;0;0;0;0;0;0
12;1001352;2НДФЛ;Ремонт;0;0.47;женский;2;0;высшее;менеджер среднего звена;>250;0;8;30;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1001372;Поступление зарплаты на счет;Ремонт;1;0.55;мужской;0;0;высшее;специалист;>250;0;55;30;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1001392;;Покупка недвижимости/ строительство;0;;мужской;1;0;высшее;другое;;1;77;26;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1001412;Форма банка (без печати работодателя);Покупка автомобиля;0;0.32;мужской;0;0;среднее-специальное;менеджер среднего звена;>250;0;61;26;Торговля;ЗАО;холост / не замужем;0;0;0;0;0;0;0;0;0;0;0.5;1;1;36;2;0;1;32;32;0;0;0;0;0;0;0
12;1001432;Форма банка (без печати работодателя);Другое;1;0.38;мужской;0;0;высшее;менеджер среднего звена;< 50;0;137;54;Торговля;ООО;женат / замужем;1;1;0;0;0;0.0178571429;1;0;0;0;0.3333333333;1;2;55;3;1;0;21;97;1;0;0;0;0;0;0
12;1001452;;Ремонт;0;;женский;1;0;второе высшее;другое;;1;40;35;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1001472;Свободная форма с печатью работодателя;Покупка недвижимости/ строительство;1;0.28;мужской;2;0;высшее;менеджер среднего звена;< 50;1;22;33;Торговля;ООО;женат / замужем;0;0;0;0;0;0.03125;1;0;0;0;0.2857142857;3;4;124;7;2;1;7;44;1;0;0;0;0;0;0
12;1001492;Форма банка (без печати работодателя);Покупка автомобиля;1;0.4;женский;0;0;высшее;менеджер высшего звена;< 50;0;18;24;Торговля;ООО;холост / не замужем;4;4;4;3;3;0.0131578947;0;0;0;0;1;8;0;75;8;2;0;10;13;1;0;0;0;0;0;0
12;1001512;Поступление зарплаты на счет;Ремонт;1;0.18;мужской;0;0;среднее-специальное;рабочий;>250;0;27;31;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1001532;Свободная форма с печатью работодателя;Ремонт;0;0.59;мужской;1;0;среднее;вспомогательный персонал;< 50;0;33;44;Торговля;ООО;женат / замужем;0;0;0;0;0;0.3209876543;1;1;0;0;0.75;3;1;55;4;2;0;5;104;1;1;0;0;0;0;0
12;1001552;Форма банка (без печати работодателя);Ремонт;1;0.29;мужской;0;0;среднее;специалист;>250;0;364;51;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1001572;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;1;0.2;женский;1;0;высшее;менеджер среднего звена;< 50;0;44;40;Другое;ООО;холост / не замужем;1;1;1;0;0;0.0619469027;0;0;0;0;0.2;1;4;106;5;0;2;7;85;1;1;1;0;0;0;0
12;1001592;Поступление зарплаты на счет;Ремонт;1;0.59;мужской;0;0;высшее;вспомогательный персонал;>250;0;6;55;Другое;ЗАО;женат / замужем;3;1;1;0;0;0.0058823529;1;1;1;0;0.6666666667;4;2;169;6;0;1;2;85;1;0;0;0;0;0;0
12;1001612;Свободная форма с печатью работодателя;Ремонт;1;0.49;мужской;0;0;высшее;менеджер среднего звена;>250;0;14;48;Торговля;ООО;женат / замужем;2;2;2;0;0;0;1;3;1;1;0.8333333333;5;1;82;6;3;0;0;65;0;0;0;0;0;0;0
12;1001632;Форма банка (без печати работодателя);Ремонт;1;0.44;мужской;1;0;Высшее/Второе высшее/Ученая степень;вспомогательный персонал;< 50;0;28;36;Торговля;Индивидуальный предприниматель;женат / замужем;0;0;0;0;0;0.0930232558;0;0;0;0;0.3333333333;1;2;39;3;0;0;25;108;1;0;0;0;0;0;0
12;1001652;;Ремонт;0;;мужской;0;0;высшее;другое;;1;40;26;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1001672;Форма банка (без печати работодателя);Ремонт;1;0.21;мужской;0;0;среднее;рабочий;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1001692;Форма банка (без печати работодателя);Обучение;1;0.58;женский;0;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;106;52;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1001712;2НДФЛ;Покупка автомобиля;1;0.53;мужской;2;0;высшее;менеджер среднего звена;>250;1;248;39;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1001732;2НДФЛ;Покупка недвижимости/ строительство;1;0.25;женский;3;0;высшее;специалист;< 50;0;81;40;Торговля;ЗАО;женат / замужем;3;3;3;3;3;0;1;0;0;0;0;0;1;53;1;0;0;63;63;0;0;0;0;0;0;0
12;1001752;Свободная форма с печатью работодателя;Ремонт;0;0.3;мужской;0;0;высшее;менеджер по продажам;>250;0;20;25;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1001772;2НДФЛ;Покупка автомобиля;0;0.45;мужской;0;0;высшее;специалист;>250;3;47;28;Информационные технологии;ОАО;холост / не замужем;2;1;1;1;1;0;0;0;0;0;0.3333333333;1;2;29;3;0;0;21;38;0;0;0;0;0;0;0
12;1001792;2НДФЛ;Ремонт;1;0.49;мужской;0;0;высшее;менеджер среднего звена;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1001812;Поступление зарплаты на счет;Ремонт;1;0.51;женский;0;0;среднее-специальное;специалист;>250;3;51;41;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1001832;Свободная форма с печатью работодателя;Ремонт;1;0.44;мужской;1;0;среднее-специальное;рабочий;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1001852;Форма банка (без печати работодателя);Ремонт;0;0.14;мужской;2;0;второе высшее;специалист;< 50;0;104;37;Торговля;ООО;женат / замужем;1;1;1;1;1;0;1;0;0;0;0.5;1;1;43;2;0;0;11;95;0;0;0;0;0;0;0
12;1001872;2НДФЛ;Ремонт;1;0.27;женский;0;0;Высшее/Второе высшее/Ученая степень;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1001892;Форма банка (без печати работодателя);Ремонт;1;0.11;мужской;0;0;высшее;рабочий;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1001912;Поступление зарплаты на счет;Ремонт;0;0.34;женский;0;0;высшее;специалист;>250;1;63;27;Другое;ООО;женат / замужем;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;
12;1001932;Форма банка (без печати работодателя);Покупка автомобиля;1;0.03;мужской;3;0;высшее;менеджер высшего звена;>250;0;13;41;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1001952;2НДФЛ;Ремонт;0;0.41;мужской;0;0;высшее;специалист;>250;1;59;36;Торговля;ООО;холост / не замужем;0;0;0;0;0;0.1216216216;1;0;0;0;0.5714285714;4;3;65;7;3;0;7;105;1;0;0;0;0;0;0
12;1001972;2НДФЛ;Ремонт;1;0.24;мужской;2;0;высшее;специалист;>250;0;73;54;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1001992;Свободная форма с печатью работодателя;Ремонт;1;0.37;женский;0;0;высшее;специалист;>250;3;72;35;Торговля;ООО;повторный брак;4;4;4;3;1;0.0331491713;1;3;2;2;0.5;6;6;175;12;2;0;0;78;1;0;0;0;0;0;0
12;1002012;Поступление зарплаты на счет;Ремонт;1;0.29;женский;0;0;среднее-специальное;рабочий;>250;0;117;50;Торговля;ОАО;разведен / разведена;0;0;0;0;0;0;0;0;0;0;0.5;1;1;29;2;0;0;23;44;0;0;0;0;0;0;0
12;1002032;2НДФЛ;Покупка недвижимости/ строительство;0;0.52;мужской;0;0;высшее;рабочий;>250;0;174;45;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1002052;Форма банка (без печати работодателя);Ремонт;1;0.58;женский;0;0;среднее-специальное;специалист;< 50;0;134;50;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1002072;2НДФЛ;Покупка автомобиля;0;0.47;мужской;2;0;высшее;рабочий;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1002092;2НДФЛ;Ремонт;1;0.18;мужской;0;0;высшее;менеджер среднего звена;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1002112;Форма банка (без печати работодателя);Обучение;1;0.49;женский;0;0;незаконченное высшее;вспомогательный персонал;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1002132;2НДФЛ;Покупка автомобиля;1;0.51;мужской;0;0;высшее;торговый представитель;>250;1;19;28;Другое;ООО;женат / замужем;0;0;0;0;0;0.0377358491;0;1;0;0;0.4285714286;3;4;51;7;1;0;4;79;1;0;0;0;0;0;0
12;1002152;Поступление зарплаты на счет;Ремонт;1;0.32;мужской;3;0;высшее;менеджер высшего звена;>250;0;159;35;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1002172;Поступление зарплаты на счет;Ремонт;0;0.4;женский;1;0;высшее;специалист;>250;1;31;26;Торговля;ООО;женат / замужем;1;1;1;1;1;0;0;1;1;0;0.5;1;1;10;2;1;1;2;13;0;0;0;0;0;0;0
12;1002192;Форма банка (без печати работодателя);Покупка мебели;1;0.51;мужской;2;1;среднее;специалист;< 50;0;94;34;Торговля;ООО;женат / замужем;0;0;0;0;0;0;1;0;0;0;0.6;3;2;121;5;1;1;24;115;0;0;0;0;0;0;0
12;1002212;Поступление зарплаты на счет;Ремонт;1;0.51;женский;0;0;высшее;специалист;>250;1;39;40;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1002232;Поступление зарплаты на счет;Отпуск;1;0.37;женский;0;0;высшее;менеджер среднего звена;>250;0;36;26;Торговля;ООО;холост / не замужем;1;0;0;0;0;0;0;0;0;0;1;1;0;10;1;0;0;9;9;0;0;0;0;0;0;0
12;1002252;Свободная форма с печатью работодателя;Ремонт;0;0.43;мужской;0;0;незаконченное высшее;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1002272;Поступление зарплаты на счет;Ремонт;0;0.56;мужской;0;0;среднее-специальное;рабочий;>250;0;45;38;Торговля;ООО;холост / не замужем;0;0;0;0;0;0;0;1;0;0;1;3;0;22;3;2;0;5;28;0;0;0;0;0;0;0
12;1002292;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;1;0.13;мужской;3;0;среднее;менеджер высшего звена;>250;0;33;37;Торговля;ООО;повторный брак;2;1;1;0;0;0.0476190476;0;0;0;0;0.5;1;1;20;2;0;1;18;22;1;0;0;0;0;0;0
12;1002312;Форма банка (без печати работодателя);Покупка автомобиля;1;0.39;мужской;3;0;среднее-специальное;рабочий;< 50;0;76;41;Другое;ООО;женат / замужем;1;1;1;1;1;0.025;0;0;0;0;1;2;0;39;2;1;0;9;29;1;0;0;0;0;0;0
12;1002332;Поступление зарплаты на счет;Ремонт;0;0.49;женский;2;0;высшее;специалист;>250;1;85;29;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1002352;2НДФЛ;Ремонт;1;0.23;мужской;0;0;высшее;специалист;< 50;0;8;30;Торговля;ООО;холост / не замужем;4;3;1;1;1;0.037037037;0;0;0;0;0;0;3;26;3;0;0;30;74;1;0;0;0;0;0;0
12;1002372;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;1;0.04;мужской;2;0;высшее;специалист;>250;0;6;34;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1002392;2НДФЛ;Ремонт;1;0.57;мужской;0;0;высшее;менеджер среднего звена;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
